date,daily_request_count,requests,y_true_7day,y_pred,abs_error,rolling_mae,status
2024-04-25,8630,8630,8698.0,8741.714285714286,43.714285714286234,367.2602040816326,WARN
2024-04-26,8787,8787,8610.857142857143,8698.0,87.14285714285688,364.63775510204067,WARN
2024-04-27,7312,7312,8509.42857142857,8610.857142857143,101.42857142857247,366.5663265306122,WARN
2024-04-28,8879,8879,8627.857142857143,8509.42857142857,118.42857142857247,367.37755102040813,WARN
2024-04-29,9918,9918,8696.857142857143,8627.857142857143,69.0,356.94387755102036,WARN
2024-04-30,8638,8638,8701.0,8696.857142857143,4.142857142856883,341.10204081632645,WARN
2024-05-01,8413,8413,8653.857142857143,8701.0,47.14285714285688,327.2857142857142,WARN
2024-05-02,8189,8189,8590.857142857143,8653.857142857143,63.0,318.77551020408157,OK
2024-05-03,7964,7964,8473.285714285714,8590.857142857143,117.57142857142935,307.4489795918367,OK
2024-05-04,7740,7740,8534.42857142857,8473.285714285714,61.14285714285688,294.18877551020404,OK
2024-05-05,7515,7515,8339.57142857143,8534.42857142857,194.8571428571413,282.9438775510203,OK
2024-05-06,7290,7290,7964.142857142857,8339.57142857143,375.42857142857247,278.14795918367344,OK
2024-05-07,7066,7066,7739.571428571428,7964.142857142857,224.57142857142844,268.765306122449,OK
2024-05-08,6841,6841,7515.0,7739.571428571428,224.57142857142844,258.1785714285714,OK
2024-05-09,6617,6617,7290.428571428572,7515.0,224.57142857142844,259.80102040816325,OK
2024-05-10,6392,6392,7065.857142857143,7290.428571428572,224.57142857142844,254.984693877551,OK
2024-05-11,8083,8083,7114.857142857143,7065.857142857143,49.0,244.56122448979588,OK
2024-05-12,7372,7372,7094.428571428572,7114.857142857143,20.42857142857156,224.88265306122443,OK
2024-05-13,9703,9703,7439.142857142857,7094.428571428572,344.7142857142853,172.88775510204076,OK
2024-05-14,9801,9801,7829.857142857143,7439.142857142857,390.71428571428623,183.32653061224488,OK
2024-05-15,8087,8087,8007.857142857143,7829.857142857143,178.0,188.74489795918367,OK
2024-05-16,9126,9126,8366.285714285714,8007.857142857143,358.42857142857065,189.5663265306122,OK
2024-05-17,10060,10060,8890.285714285714,8366.285714285714,524.0,197.78571428571428,OK
2024-05-18,8128,8128,8896.714285714286,8890.285714285714,6.428571428572468,191.27040816326533,OK
2024-05-19,9379,9379,9183.42857142857,8896.714285714286,286.7142857142844,200.26020408163262,OK
2024-05-20,10059,10059,9234.285714285714,9183.42857142857,50.85714285714312,169.0969387755102,OK
2024-05-21,9915,9915,9250.57142857143,9234.285714285714,16.285714285715585,160.265306122449,OK
2024-05-22,10073,10073,9534.285714285714,9250.57142857143,283.7142857142844,167.52040816326533,OK
2024-05-23,9332,9332,9563.714285714286,9534.285714285714,29.428571428572468,167.0102040816327,OK
2024-05-24,9803,9803,9527.0,9563.714285714286,36.714285714286234,165.20918367346945,OK
2024-05-25,8425,8425,9569.42857142857,9527.0,42.42857142857065,163.10204081632654,OK
2024-05-26,8883,8883,9498.57142857143,9569.42857142857,70.8571428571413,161.4030612244897,OK
2024-05-27,7055,7055,9069.42857142857,9498.57142857143,429.1428571428587,174.26530612244895,OK
2024-05-28,10447,10447,9145.42857142857,9069.42857142857,76.0,176.8316326530612,OK
2024-05-29,9856,9856,9114.42857142857,9145.42857142857,31.0,176.25510204081633,OK
2024-05-30,9950,9950,9202.714285714286,9114.42857142857,88.28571428571558,177.15816326530617,OK
2024-05-31,10071,10071,9241.0,9202.714285714286,38.285714285713766,174.32653061224488,OK
2024-06-01,9834,9834,9442.285714285714,9241.0,201.28571428571377,179.3316326530612,OK
2024-06-02,9597,9597,9544.285714285714,9442.285714285714,102.0,176.015306122449,OK
2024-06-03,9360,9360,9873.57142857143,9544.285714285714,329.2857142857156,174.36734693877557,OK
2024-06-04,9123,9123,9684.42857142857,9873.57142857143,189.1428571428587,173.10204081632665,OK
2024-06-05,8886,8886,9545.857142857143,9684.42857142857,138.57142857142753,170.03061224489804,OK
2024-06-06,8650,8650,9360.142857142857,9545.857142857143,185.71428571428623,168.64285714285725,OK
2024-06-07,8413,8413,9123.285714285714,9360.142857142857,236.85714285714312,169.08163265306135,OK
2024-06-08,8176,8176,8886.42857142857,9123.285714285714,236.85714285714312,175.79081632653075,OK
2024-06-09,7939,7939,8649.57142857143,8886.42857142857,236.8571428571413,183.52040816326536,OK
2024-06-10,7702,7702,8412.714285714286,8649.57142857143,236.85714285714312,179.66836734693885,OK
2024-06-11,7465,7465,8175.857142857143,8412.714285714286,236.85714285714312,174.17346938775518,OK
2024-06-12,9745,9745,8298.57142857143,8175.857142857143,122.71428571428623,172.19897959183683,OK
2024-06-13,9839,9839,8468.42857142857,8298.57142857143,169.8571428571413,165.46428571428578,OK
2024-06-14,9729,9729,8656.42857142857,8468.42857142857,188.0,153.46428571428578,OK
